UID,Combined Key,Study Identifier,Is Target Cell,Is Naturally Occuring,Object Index,Size,Area,Length,Width,Perimeter,Circularity,"Mean[Stitched[Tsf[:DAPI 377,447]]]","Mean[Stitched[Tsf[:GFP 469,525]]]","Mean[Stitched[Tsf[:CY5 628,685]]]","Peak[Stitched[Tsf[:DAPI 377,447]]]","Peak_2[Stitched[Tsf[:GFP 469,525]]]","Peak_2[Stitched[Tsf[:CY5 628,685]]]","Integral[Stitched[Tsf[:DAPI 377,447]]]","Integral_2[Stitched[Tsf[:GFP 469,525]]]","Integral_2[Stitched[Tsf[:CY5 628,685]]]","Mask Size_2[Stitched[Tsf[:GFP 469,525]]]","Mask Size_2[Stitched[Tsf[:CY5 628,685]]]","Mean_2[Stitched[Tsf[:GFP 469,525]]]","Mean_2[Stitched[Tsf[:CY5 628,685]]]",Mean[Stitched[Tsf[:Bright Field]]],Integral[Stitched[Tsf[:Bright Field]]],X Center Microns,Y Center Microns,ratio,"Peak[Stitched[Tsf[:GFP 469,525]]]","Peak[Stitched[Tsf[:CY5 628,685]]]",X Center Pixels,Y Center Pixels
64139,1A11156191204170421,191204_170421,1,0,1156,24.4,402,33.6,15.2,90.4,0.205,26545,8004,5623,63453,14920,14524,3928721,3401580,630994,37.4,18.4,8441,7790,14626,2164576,5795.7,3491.6,1.42,14920,14524,3517.073277,2118.867577
64140,1A11157191204170421,191204_170421,1,0,1157,10.8,89.6,12.4,9.2,33.2,0.543,35116,2261,5765,63388,11541,11907,1158814,684781,1011770,18,20.9,7871,8293,27803,917488,15975.2,3488.6,0.392,7142,10132,9694.419831,2117.047035
64141,1A11158191204170421,191204_170421,1,0,1158,15.1,168,18.9,11.4,48.7,0.363,44522,7197,2406,63503,14165,0,2760337,872391,0,21,0,7859,0,35612,2207968,16297.9,3492,2.99,14165,4844,9890.247695,2119.110316
64142,1A11159191204170421,191204_170421,1,0,1159,31.8,752,39.1,24.5,112.4,0.392,48046,10094,5625,62941,57923,28380,13308692,3347360,1251588,31.8,19.8,11543,11276,36677,10159504,6793.1,3499.9,1.79,57923,28380,4122.337333,2123.904408
64143,1A11160191204170421,191204_170421,1,0,1160,10.4,84.2,11.2,9.6,32.2,0.741,37273,6988,1712,63520,12997,0,1155460,332762,0,13.1,0,7080,0,36761,1139600,16257.5,3495.8,4.08,12997,4245,9865.731284,2121.416335
64144,1A11161191204170421,191204_170421,1,0,1161,24.9,481,28,21.9,81.9,0.612,46649,10073,3716,63482,26691,16716,8256885,3999548,373449,39,13,9433,8118,37877,6704288,16280,3502.9,2.71,26691,16716,9879.385226,2125.72495
64145,1A11162191204170421,191204_170421,1,0,1162,10.2,81.5,10.7,9.7,32.2,0.818,37555,7108,1807,63586,13658,0,1126639,2139117,0,30.7,0,7836,0,38548,1156432,3825.7,3500,3.93,13658,3813,2321.594844,2123.965093
64146,1A11163191204170421,191204_170421,1,0,1163,9.4,46.2,14.8,4,36.5,0.0713,11666,26643,13141,14995,46914,26079,198326,1599524,874151,21.5,18.4,12304,9606,11350,192944,14658.1,3501.3,2.03,46914,26079,8895.148438,2124.753994
64147,1A11164191204170421,191204_170421,1,0,1164,7.6,43.4,8.9,6.2,27.6,0.49,11977,7524,1857,15624,12842,0,191624,1746453,0,28.8,0,7307,0,27803,444848,18910.4,3501.2,4.05,9002,2647,11475.62201,2124.693309
64148,1A11165191204170421,191204_170421,1,0,1165,23.4,429,23.8,22.9,75.3,0.927,46525,9801,4218,63389,29556,15128,7350872,4141716,479452,38.9,15.1,9587,8411,36993,5844960,13330.6,3510.9,2.32,29556,15128,8089.56589,2130.579727
64149,1A11166191204170421,191204_170421,1,0,1166,15.5,187,16.8,14.2,49.1,0.722,41490,9021,990,63610,17905,0,2862782,2458902,0,31.4,0,9040,0,35795,2469888,13654.8,3509.4,9.12,17905,3754,8286.304016,2129.669456
64150,1A11167191204170421,191204_170421,1,0,1167,14.5,149,18.9,10.1,53.4,0.284,24949,5465,7392,48957,13027,14791,1372182,1969189,518074,30.4,16.4,7403,7508,37341,2053728,12026.7,3510.2,0.739,10486,14791,7298.304809,2130.154934
64151,1A11168191204170421,191204_170421,1,0,1168,10.1,78.7,11.2,9,32.2,0.648,39904,9195,2295,62926,16386,0,1157213,737148,0,16.9,0,9829,0,26962,781904,6751.6,3511.2,4.01,16386,5060,4097.153396,2130.761781
64152,1A11169191204170421,191204_170421,1,0,1169,22.8,396,26.9,18.8,77.6,0.489,43397,8127,3954,63012,18641,18571,6336032,2832427,365412,34.2,12.7,8635,8700,34465,5031904,6766.7,3520.1,2.06,18641,18571,4106.316708,2136.162721
64153,1A11170191204170421,191204_170421,1,0,1170,35.3,945,41.8,28.8,122.6,0.474,48842,12646,3984,62710,44193,11957,16997040,7320821,1077793,47.5,23.6,11457,6736,37577,13076832,22532.3,3530,3.17,44193,11957,13673.54249,2142.170508
64154,1A11171191204170421,191204_170421,1,0,1171,7,38,8.1,6,21.9,0.545,15856,7434,30099,22547,12345,43199,221988,844800,697402,19.9,12.2,7750,16605,7690,107664,3187,3514.9,0.247,10743,43199,1934.004958,2133.007116
64155,1A11172191204170421,191204_170421,1,0,1172,13.2,133,15,11.3,42.5,0.56,25309,8304,2673,45701,13858,0,1240135,2422194,0,31.3,0,8589,0,41581,2037488,9060.4,3517.2,3.11,11907,5250,5498.229846,2134.402864
64156,1A11173191204170421,191204_170421,1,0,1173,10.5,86.9,10.7,10.3,32.8,0.932,37726,15066,3660,63672,28939,7193,1207216,2078483,31263,28,4.3,9321,6253,31641,1012496,10371.2,3515.9,4.12,28939,7193,6293.678136,2133.613963
64157,1A11174191204170421,191204_170421,1,0,1174,25.7,519,26.1,25.3,84.8,0.937,46491,11503,3963,63260,34976,10908,8879836,5086898,476244,41.3,15.9,10576,7108,39127,7473184,2185,3528.3,2.9,34976,10908,1325.94943,2141.138868
64158,1A11175191204170421,191204_170421,1,0,1175,9.7,73.3,10,9.3,29.9,0.858,26794,14103,5485,58970,30422,6996,723443,2472071,129552,30.3,8.8,9329,5889,41168,1111536,6114,3521,2.57,24806,6996,3710.231036,2136.708883
64159,1A11176191204170421,191204_170421,1,0,1176,18.9,269,22.9,14.9,61.3,0.423,18697,55970,1756,29480,57014,0,1851008,8487523,0,31.1,0,31090,0,30534,3022832,12382.2,3537.4,31.9,57014,3211,7514.037085,2146.661177
64160,1A11177191204170421,191204_170421,1,0,1177,21.1,339,24.4,17.7,68.3,0.531,45416,12030,4145,62639,30046,12176,5676978,3883894,340917,37.4,12.9,10141,7576,36729,4591072,9064.9,3551.2,2.9,30046,12176,5500.960635,2155.035668
64161,1A11178191204170421,191204_170421,1,0,1178,22.4,301,33.3,11.5,80.5,0.12,27284,7420,5229,63217,41341,16229,3028562,5662127,368733,35.6,14.5,15555,8194,16158,1793488,11691.4,3550,1.42,41341,16229,7094.830739,2154.307451
64162,1A11179191204170421,191204_170421,1,0,1179,9.5,67.9,11.3,7.7,28.9,0.466,12406,6040,6874,16524,13828,8274,310155,797414,298497,21.2,13.7,6483,6489,6168,154192,2204,3548.9,0.879,7231,7725,1337.479425,2153.639919
64163,1A11180191204170421,191204_170421,1,0,1180,13.1,136,13.2,13.1,41.1,0.985,40718,9710,2120,62641,15888,0,2035917,850620,0,18.4,0,10501,0,29192,1459600,9048.4,3551.8,4.58,15888,5231,5490.947744,2155.399776
64164,1A11181191204170421,191204_170421,1,0,1181,11.3,100,11.5,11.1,38.8,0.932,35122,14148,3647,63272,27424,6181,1299529,1895104,28362,27.4,4.3,9111,5672,31202,1154480,9717.8,3552.1,3.88,27424,6181,5897.167675,2155.58183
64165,1A11182191204170421,191204_170421,1,0,1182,9.2,62.5,11.6,6.9,31.8,0.349,23074,56642,4294,46983,57976,10016,530707,3483029,53854,26.3,4.9,18527,7693,18747,431184,19580.8,3554.2,13.2,57976,10016,11882.44879,2156.856209
64166,1A11183191204170421,191204_170421,1,0,1183,25.5,505,28.7,22.4,81.9,0.613,29756,55678,10786,55087,57946,22901,5534614,13422116,2003151,37.5,24.3,33305,11783,33510,6232928,5858.9,3567.5,5.16,57946,22901,3555.425682,2164.927277
64167,1A11184191204170421,191204_170421,1,0,1184,21.1,329,26.4,15.8,69.3,0.36,41621,12200,3178,63571,26166,9497,5036137,3740873,176568,36.4,9.3,9767,7357,35732,4323552,20543.8,3568.9,3.84,26166,9497,12466.83748,2165.776863
64168,1A11185191204170421,191204_170421,1,0,1185,11.4,100,12.6,10.2,36.9,0.655,33573,9455,3285,63462,14608,6991,1242193,2322023,113545,30.5,8.9,8632,5976,24419,903520,2180.5,3568.5,2.88,13775,7480,1323.218642,2165.534124
64169,1A11186191204170421,191204_170421,1,0,1186,12.5,117,15.1,9.9,41.1,0.43,21523,13338,1832,36381,22442,0,925506,1200303,0,25.4,0,8278,0,43202,1857680,2718.5,3570.4,7.28,22442,3289,1649.699554,2166.687134
64170,1A11187191204170421,191204_170421,1,0,1187,12.5,109,16.8,8.2,45.4,0.242,18030,7671,6327,28717,13086,10591,721184,2171698,203586,31.2,9.6,7784,7830,14911,596448,19894.7,3573.8,1.21,11264,10591,12072.93644,2168.750414
64171,1A11188191204170421,191204_170421,1,0,1188,10.8,89.6,12,9.5,33.2,0.635,34702,8667,2342,63382,17265,0,1145159,1438195,0,25.9,0,7732,0,40078,1322576,22536.2,3574.9,3.7,17265,4870,13675.90917,2169.417946
64172,1A11189191204170421,191204_170421,1,0,1189,26.2,530,29.3,23,85.2,0.616,45332,11273,4269,62684,21865,18038,8839671,4754154,587019,40.8,14.6,10115,9468,35382,6899408,8734.4,3586.5,2.64,21865,18038,5300.399405,2176.457373
64173,1A11190191204170421,191204_170421,1,0,1190,16.6,215,17.4,15.7,52.4,0.807,42571,14525,31492,63220,41906,61192,3363096,7169812,3180692,36.7,22.3,18431,22399,42495,3357136,11688.7,3583,0.461,41170,61192,7093.192266,2174.333408
64174,1A11191191204170421,191204_170421,1,0,1191,8.6,51.6,11.6,5.7,29.9,0.242,17625,53217,1234,26163,57828,0,334867,3294979,0,26.9,0,15765,0,20084,381600,4483.2,3583.7,43.1,57828,2689,2720.593356,2174.758201
64175,1A11192191204170421,191204_170421,1,0,1192,17,225,17.5,16.4,53.4,0.872,40172,17914,8477,63310,40526,18866,3334270,4779317,775462,35.3,16.8,13350,9574,43297,3593616,6773.4,3593.2,2.11,35455,18866,4110.382548,2180.523249
